,Name,Publisher,Description,Total Episodes,URL
455,Podcast e Haft | پادکست هفت,PersianBMS,پادکست هفت یه برنامه است برای همه شمایی که راجع به جامعه تون فکر می‌کنید و برای تغییرش در تلاشید. تو پادکست هفت ما به همراه مهمانانمون سعی می‌کنیم به سراغ موضوعاتی بریم که بتونه چراغ راهی باشه برای دستیابی به آینده‌ای روشن تر. ما تو این راه شما رو با دیدگاه آئین بهائی، اخبار این جامعه و همینطور با اصطلاحات فرهنگی این آئین ایرانی بیشتر از پیش آشنا خواهیم کرد,59,https://open.spotify.com/show/4kOOR2LifKSBtjuUpCOBq7
456,پادکست 10شب,Ashkan Sohrevardi,برای آدم‌هایی مثل ما، که با تاریک شدن هوا از کرخت بودن در میایم و لحظه به لحظه انرژی تو  دالون‌های روانمون جاری میشه، موزیک،  تنها راهنما و فانوس راهه. همیشه از غرق شدن در مسیر پر پیچ و تاب  زندگی نجاتمون داده و اونجایی که با هیچ ابزاری نتونستیم احساساتمون رو بیان کنیم،  به کمکون اومده.. ما اینجا درباره موزیک میگیم و پیشنهاد میدیم بهتون.,5,https://open.spotify.com/show/0VX3uAlNITU2hHdXQgIa2f
457,Radio chehrazi - رادیو چهرازی ,radio chehrazi,رادیو چهرازی پادکستی است که در سال ۱۳۹۲ ضبط شد. ایده ی آن این است که گویی عده‌ ای از بیماران آسایشگاه چهرازی (ابراهیم چهرازی) رادیویی ضبط می‌ کنند. داستان زندگی چند نفر به نام های علی، حبیب، جمشید و دلبر (دختری که همه ی بیماران آسایشگاه عاشق او هستند) با کاراکتر هایی به یاد ماندنی و دوست داشتنی با موضوعات احساسی و اجتماعی در یک آسایشگاه روانی واقع در تهران است.  https://anchor.fm/s/91e1a78/podcast/rss,27,https://open.spotify.com/show/7C9Y7jvrI21CSAG3JedDcV
458,Paradox | پارادوکس,Kambiz,"برنامه رادیویی پارادوکس با اجرای کامبیز حسینی که جمعه‌ها ساعت ۹ شب که از رادیو فردا پخش می‌شه و ""من"" با اجازه آقای حسینی این پادکست را با چند ساعت تاخیر منتشر خواهم کرد. برای پیدا کردن اسم و مشخصات موزیک‌های متن هر برنامه لطفا از ""سیری"" یا ""شازم"" و یا اپلیکیشن‌های مشابه استفاده کنید",98,https://open.spotify.com/show/4rmsiHLznOruPONJ8gwTx5
459,حافظ خوانی - Hafez khani,Asghar Vafaei,پادکست خواندن غزلیات حافظ با صدا و ساز اصغر وفایی,40,https://open.spotify.com/show/7bTMWiSischiv4lMhOJZZP
460,پادکست فارسی مایکل وی,mohammadamin badroddin,از حالا کتاب های مایکل وی رو بشنوید...,2,https://open.spotify.com/show/5BTL9wRrU4vVxY88LnWXTw
461,پادکست فارسی بامداد یکشنبه,Mahziar Fendereski,پادکست داستان محور بامداد یکشنبه,3,https://open.spotify.com/show/4x3q3CEmBIY0cHPfY8L5c6
462,Deutschegration پادکست فارسی,Farhad Khamisipour,روایت‌هایی شنیدنی از زندگی دانشجویی در آلمان,6,https://open.spotify.com/show/3lruBPERZFjGfq0G406gfH
463,رادیو خاکستری,رادیو-پادکست خاکستری,رادیو خاکستری ساخته شده برای همه‌ی سلیقه‌هاست. هدف ما اینه که با در نظر گرفتن موضوعات مورد علاقه‌ی مخاطبین، اوقات خوشی رو براشون فراهم کنیم. https://castbox.fm/vub/19443723  https://pca.st/sq37mdbw  https://open.spotify.com/show/0moLMQz12eRocI0EtDVPYS,3,https://open.spotify.com/show/0moLMQz12eRocI0EtDVPYS
464,Goal be khodi - پادکست فارسی,GOAL BE KHODI,گل به خودی یه پادکست فارسی درباره‌ی فوتبال و حواشی اون هستش، ما عشق فوتبال هستیم و با قلب‌مون فوتبال رو دنبال میکنیم. اینجا آمار و ارقام خیلی معنی نداره و همه چیز عشقی هستش.,5,https://open.spotify.com/show/5NB4uL5nn0Vw6CkVGsFVM6
465,Khodcast - خودکست,Khodcast - خودکست,خودکست یه پادکست خیلی‌ خودمونی هستش که توش هر هفته در مورد موضوعات مختلف بحث می‌کنیم، شاید به نتیجه هم نرسیم، اما بحث می‌کنیم. دوست داریم خودکست رو با هم بسازیم، پس فراموش نکنید که نظرتون رو به ما هم بگید  ارادت,293,https://open.spotify.com/show/0kClLgOeiqPAB1XUuUQllv
466,رواق / Ravaq,Farzin Ranjbar,می‌ترسید بی‌آنکه بداند می‌ترسد. غمگین بود بی‌آنکه بداند از چه. می‌خواست برود، بی‌آنکه بداند به کجا. دلتنگ بود، بی‌آنکه بداند برای که. _ پادکست رواق با رویکردی روانشناختی به اگزیستانسیالیسم می‌پردازه و ساده‌تر از اسمش، ریشه‌ی بسیاری از احساسات عمیق آدمی رو واکاوی می‌کنه، غمها، ترسها، آرزوها. هدف رواق کشفِ فردیِ مخاطبان از ابعادِ زیستِ اصیله و من با تکیه بر آثار اروین یالوم، در این مکاشفه همراه شما هستم. _ من فرزین رنجبر هستم.,98,https://open.spotify.com/show/4kIMh97oUjV7OVsnuXdrPB
467,Koron | کُرُن,Bardia Doosti,پادکست کُرُن پادکستی درباره موسیقی ایران,23,https://open.spotify.com/show/2BdBO9BBBeKcinP0u3DONi
468,روانشناسی شخصیت,اساتید روانشناسی دانشگاه‌ها,دکتر فرهنگ هلاکویی دکتر محمدرضا سرگلزایی دکتر حمیدرضا هاشمی مقدم دکتر آذرخش مکری دکتر مهدیه کسایی زاده دکتر ابراهیم میثاق دکتر مجد دکتر محمود معظمی دکتر علی بابایی‌زاد   شخصیت سالم اختلالات شخصیت کتابهای مربوط به روانشناسی و توسعه فردی از منظر روانشناسی افسردگی و شیدایی خشم و عصبانیت مکالمات سی دی های دکتر هلاکویی روانشناسی عزت نفس (حرمت نفس)  کلیه مکالمات دکتر هلاکویی در فصل اول پادکست قرار دارند. همه مکالمات دکتر هلاکویی در فصل 1 قرار دارند. مکالمات جدید هم بعد از چند روز باقی ماندن در فصل آخر (مثلا فصل 31 کنونی) به فصل 1 منتقل می‌شوند. برای همکاری با ایمیل زیر در ارتباط باشید: mjsurfp@gmail.com,833,https://open.spotify.com/show/7FiQjYyDfZtZHFbUzZ75zS
469,اولین پادکست,mojtaba farmani,توضیحی در خصوص پادکسهای مجتبی فرمانی,3,https://open.spotify.com/show/2y515HAB5XOVQLH2314JUq
470,پادکست فارسی پسر آفتاب,Hosein S,اینجا تمام حنجره ها لاف میزنند پادکستی برای لحظات تلخ و شیرین زندگی,3,https://open.spotify.com/show/5BPD5LTj4HEvEsCHxO7zUH
471,Sarcast Podcast,sacast podcast,آپلود قسمت جدید سارکست پادکست هر یکشنبه,7,https://open.spotify.com/show/6TrKKeMsEyQEiKuRkD6uQI
472,رواق / Ravaq,Farzin Ranjbar,می‌ترسید بی‌آنکه بداند می‌ترسد. غمگین بود بی‌آنکه بداند از چه. می‌خواست برود، بی‌آنکه بداند به کجا. دلتنگ بود، بی‌آنکه بداند برای که. _ پادکست رواق با رویکردی روانشناختی به اگزیستانسیالیسم می‌پردازه و ساده‌تر از اسمش، ریشه‌ی بسیاری از احساسات عمیق آدمی رو واکاوی می‌کنه، غمها، ترسها، آرزوها. هدف رواق کشفِ فردیِ مخاطبان از ابعادِ زیستِ اصیله و من با تکیه بر آثار اروین یالوم، در این مکاشفه همراه شما هستم. _ من فرزین رنجبر هستم.,57,https://open.spotify.com/show/1ssURAQVM075a24aNphUzV
473,Yadi Az Gozashteh | پادکست یادی از گذشته,PersianBMS,در برنامه یادی از گذشته هر بار خاطره ای از گذشته های دور یا نزدیک توسط یکی از همکاران بازخوانی و اجرا می شود. خاطراتی که یا واقعی هستند یا برگرفته از واقعیت که با چاشنی تخیل بازنویسی شده اند.,40,https://open.spotify.com/show/5DSS3T0OqA5k6TzGmMCQWJ
474,پادکست بخش فارسی کلیسای (FEG) گیسن,FegGiessen.BakhsheFarsi,به پادکست بخش فارسی کلیسای FeG خوش آمدید. هدف از این درسها، شناخت بیشتر و‌عمیقتر شخص عیسی مسیح هست و همچنین آشنایی با نحوه مطالعه کتاب مقدس. این درسها طی سالهای ۲۰۱۱ تاکنون در بخش فارسی کلیسای feG گیسن جمع آوری شده است.   آدرس کلیسا: Freie evangelische Gemeinde Gießen Talstraße 14-16 35394 Gießen,55,https://open.spotify.com/show/2hsjs3UyBpFjBWCp7at3Rl
475,کتاب شب,KetabeShab,این پادکست یک لیست شخصی از داستانهای کوتاه انتخابی است که توسط بهروز رضوی برای سایت ایرانصدا و تحت عنوان کتاب شب خوانده شده اند,59,https://open.spotify.com/show/4zbjxcSRDGFpPbaqJ3UOqk
476,شناخت موسیقی دستگاهی ایران,Mohammad Hossein Salari,"از فواید بازگشت لطفی در سال ۸۵ از آمریکا به ایران برنامه‌هایی بود که برای رادیو فرهنگ و جهت آموزش عمومی موسیقی دستگاهی ایران ساخت  . بایگانی این پادکستها را در اینجا میتوانید به دست آورید   تمامی این ۵۹ قسمت از کانال تلگرام ""نقد خیال"" گرفته شده اند و من صرفا اینجا آپلودشون کردم. @naghdehaal",59,https://open.spotify.com/show/1Wv6zppK7IsGLUouHD4wpC
477,پادکست ١٠شب,Ashkan Sohrevardi,برای آدم‌هایی مثل ما، که با تاریک شدن هوا از کرخت بودن در میایم و لحظه به لحظه انرژی تو  دالون‌های روانمون جاری میشه، موزیک،  تنها راهنما و فانوس راهه. همیشه از غرق شدن در مسیر پر پیچ و تاب  زندگی نجاتمون داده و اونجایی که با هیچ ابزاری نتونستیم احساساتمون رو بیان کنیم،  به کمکون اومده.. ما اینجا درباره موزیک میگیم و پیشنهاد میدیم بهتون.,5,https://open.spotify.com/show/3hGb744WOu21XDznkdkGp7
478,Naze Angoshtaye To - پادکست فارسی ناز انگشتای تو,Naze Angoshtaye To,داستان‌های شاید ناشنیده و حتماً شنیدنی با ترجمه‌ی راوی,3,https://open.spotify.com/show/4DgoRg0oBKUjYiLaVO5Rbe
479,کودکانه‌های راوی گنبد کبود,راوی گنبد کبود,پادکست راوی گنبد کبود قصد دارد قصه‌هایی را به زبان فارسی در اپیزودهای مختلف منتشر کند. تلاش ما این است داستان‌ها به دوراز کلیشه‌های جنسیتی و قومی باشد. برای دیدن تصاویر کتاب‌ها در کانال یوتیوب راوی گنبد کبود عضو شوید. https://youtu.be/SiIV-ium_Xo,47,https://open.spotify.com/show/5zkZlhXe5E6h5QG4fYyblQ
480,Sekke سکه,mehdi naji,پادکست اقتصادی برای غیر اقتصاددان‌ها گپ و گفت‌های اقتصادی کاری از بچه‌های دانشکده اقتصاد دانشگاه تهران,51,https://open.spotify.com/show/4SSo5jFi8CiN1rIkcQgPa0
481,Metronom - مترونوم,metronom,"Metronom is a podcast about Iranian music , hit songs and their history /  مترونوم پادکستی است در مورد موسیقی ایرانی و داستان ساخته شدن ترانه های مشهور",25,https://open.spotify.com/show/1ARnS4sQMErTcmTgQbnhn5
482,Saga,Golosein,پادکستی که در اون افسانه ها و اسطوره های سرزمینهای دور رو به زبان امروز می شنوید. داستانهایی که ممکنه بعضیهاشون رو بشناسید و دوست دارید بیشتر باهاشون آشنا بشید و ممکن هم هست بعضی داستانها رو برای اولین بار بشنوید,48,https://open.spotify.com/show/5uX9ARaSvndEuevFpF2cBn
483,Lumos | لوموس,مرکز دنیای جادوگری,پادکست لوموس از مرکز دنیای جادوگری برای نگاهی دقیق‌تر به کتاب‌های هری پاتر,19,https://open.spotify.com/show/290mDOj7rQm0WUseqb7SpM
484,Hellitalk,hellitalk,تو پادکست هلی تاک درباره موضوعات و مهارت هایی صحبت میکنیم که فارغ ازینکه شما چند سالتونه، شغلتون چیه، هدفتون چیه، میتونه بهتون کمک بکنه تا در مسیر موفقیت قرار بگیرین، پیشرفت کنید و در نهایت سطح رضایتتون رو از زندگی بالاتر ببرید.,29,https://open.spotify.com/show/5tYrMSOd72vmqpnsmUxLvv
485,https://t.me/radioshereparsi رادیو شعر پارسی,محمد مصدق,سلام دوستان همراه.......شاعران پارسی زحمات زیادی جهت خلق اشعار بی نظیر و بی بدیل پارسی نمودند اما به دلایل مختلف از جمله ضیق وقت در جهان مدرن امروز بسیاری از این آثار خارج از دسترس دوستداران فرهنگ و ادبیات فارسی قرار گرفته است . در این پادکست سعی براین است تا بقدر بضاعت از این سرچشمه ی عسل نوشیده به دوستداران شعر و غرل بنیوشانم .💖💖 محمد مصدق فروردین ۹۹  کانال تلگرام جهت دسترسی به فایلهای صوتی : https://t.me/radioshereparsi تماس با ادمین : https://t.me/mohammadmosadegh,389,https://open.spotify.com/show/7lf4fU7VC2US5J26zqmGtQ
486,رادیو دال | Radio Daal,Arash Thr,در این پادکست آرش به دنبال جواب سوالاتی که دارد و یا برای شنیدن یک داستان جذاب با آدم‌های مختلف هم‌صحبت می‌شود.,45,https://open.spotify.com/show/3ZDTVdIiojTh2nbwfvRv4N
487,Ensanak,Ensanak Podcast,پادکست انسانک تاملی است در تجربیات زیسته و زندگی جاری به روایت حسام ایپکچی,37,https://open.spotify.com/show/51Os4zqVr7np9MsTGyu7fq
488,پادکست آبی عمیق,آبی عمیق,«عمیق» شبیه آسمان... «آبی» شبیه دریا... و من تو را «عشق» صدا می‌زنم. که نقطه‌ی اتصال اوج هفت آسمان و قعر هفت دریایی. عشق! آبیِ عمیقِ من. پادكست «آبی عمیق» عاشقانه‌ای است از مجموعه محتوای شنیداری قناری که با روایت سید حسین متولیان، در مناسبت‌های خاص سال منتشر می‌شود,7,https://open.spotify.com/show/3ZYIt1tqMxOFRPGidTDV4a
489,پادکست WonderLand,Kaaveh Mohamedi,"""ما نسبت به بدیهیات کوریم و نسبت به کوری‌مونم کوریم!"" - از ""کتاب تفکر، سریع و آهسته"" نوشته دانیل کانمن توی این پادکست بدیهی‌ترین چیزهایی که شاید تابحال بش فکر نکرده باشی رو زیر سوال میبریم و درموردش فکر می‌کنیم. سعی می‌کنیم قضیه رو از زوایای مختلف بررسی کنیم و در شگفتی غرق شیم :) این پادکست، پاتوقیه برا فکر کردن و هدفش، اصیل‌تر زندگی کردن شنوندهاشه.",8,https://open.spotify.com/show/5nk0pZjYjBgEDybdH8qIj0
490,روانشناسی شخصیت‌ و خوشبختی,Plato,همه مکالمات دکتر هلاکویی در فصل 1 قرار دارند. مکالمات جدید هم بعد از چند روز باقی ماندن در فصل آخر (مثلا فصل 31 کنونی) به فصل 1 منتقل می‌شوند. برای همکاری با ایمیل زیر در ارتباط باشید: mjsurfp@gmail.com   شخصیت سالم اختلالات شخصیت کتابهای مربوط به روانشناسی و توسعه فردی از منظر روانشناسی افسردگی و شیدایی خشم و عصبانیت مکالمات سی دی های دکتر هلاکویی روانشناسی عزت نفس (حرمت نفس)  کلیه مکالمات دکتر هلاکویی در فصل اول پادکست قرار دارند.  اساتید: دکتر فرهنگ هلاکویی دکتر محمدرضا سرگلزایی دکتر حمیدرضا هاشمی مقدم دکتر آذرخش مکری دکتر مهدیه کسایی زاده,1073,https://open.spotify.com/show/5r5dc2JA7Y56ZYFdwmrtxy
491,Vaares | پادکست فارسی وارث,vaares,وارث؛ یکی از نام های خدا,1,https://open.spotify.com/show/7BZgqWpZ1EijgYEBgTyYJV
492,MoMoPoD,MOMO,مجموعه پادکست های موموپاد با هدف آموزش قدم به قدم زبان فرانسه,33,https://open.spotify.com/show/3gBuwobSuDbsXRyeSqe8yD
493,SadeTalk/ پادکست ساده تاک,Sade Talk,در پادکست ساده تاک شما می تونید ترجمه صوتی و ساده ی جدیدترین و به روزترین مقالات در حوزه سلامت جسم و روان رو از زبان ما( سارا و آزاده ) بشنوید...,4,https://open.spotify.com/show/7u1JZZPoj9gGlOm3X4lfwF
494,پادکست پادتن,amirparsa tajik,این پادکست گفت و گو محور با مردم دل جامعه در هر اپیزود مصاحبه میکنه تا قدمی برای امیدواری و حال خوب و مسئولیت‌ پذیری اجتماعی برداشته باشه. موضوعات و به طبع آن مهمانان برنامه طیف شان از کارشناس و متخصص تا شهروندانی با زندگی های خاص و متفاوت و حتی عام و عادی و خلاصه همه جوره می باشد.,2,https://open.spotify.com/show/5VzhjHiFWYQeOiHyiZtmrs
495,آموزش زبان انگلیسی با امین  | Learn English With Amin,Amin Jahani,سلام من امین هستم و اینجا زبان انگلیسی درس میدم . پادکست ها رو گوش کن و اگه خوشت اومد به دوستاتم معرفی کن ____________________  آدرس کانال تلگرام:  https://t.me/LearningWithAmin  آدرس صفحه اینستاگرام : https://instagram.com/learningwithamin?igshid=i70p75yje15x  آدرس کانال یوتیوب: https://www.youtube.com/channel/UCA5gWQAUNlEQbj65T6-S6gw   حمایت مالی از پادکست:  https://idpay.ir/aminpodcaster (Iran) https://hamibash.com/aminpodcaster (Iran & Foreign),30,https://open.spotify.com/show/1erkXaxnqZRRHFMmfBG8vC
496,GTopia پادکست جیتوپیا,Gtopia جیتوپیا ,جیتوپیا آرمان شهری برای بازی‌سازی است؛ جایی برای انتقال تجربه و گفت‌وگو در مورد بازی‌سازی خصوصاً بازی‌سازی موبایل. ما در جیتوپیا در مورد موضوعاتی صحبت می‌کنیم که هرجایی پیدا نمی‌شه,4,https://open.spotify.com/show/5vgIHH4yPUwNhnvD7tyUzr
497,ALI SAYS! داستان زندگی من,Ali farzan,ولین پادکست من همین الان‌ن‌ن آپلود شددددددد! توی پادکست از ماجراها وخاطرات زندگیم از یک سالگیم تااااا همین الان گفتم‌م‌م‌م!,1,https://open.spotify.com/show/2dkmjtD6PCA9olDRlSTTG8
498,مثنوی خوانی | Masnavi Khani,Ali Erfanian,اين بار مولانا را نخوانيم، بلكه بفهميم مثنوي را بيت به بيت گوش كنيم و پيام مولانا با زبان ساده دريابيم  گر شدی عطشان بحر معنوی فرجه‌ای کن در جزیره‌ی مثنوی  صفحه حمایت اختیاری از پادکست https://hamibash.com/masnavipodcast  برنامه انتشار قسمت های جدید در فصل تابستان پنجشنبه ها ساعت 7 عصر,206,https://open.spotify.com/show/4Cv9frZWiBZQAKbgqgkjoe
499,Ajnabi | اجنبی,Viv,خط‌ خطی‌های ذهنِ وحیده! . . . . . . . . . . . . . . . . .  روانشناسی، خودشناسی، خاطرات شخصی، اجنبی، پادکست، توسعه فردی، جامعه شناسی، مصاحبه، خاطره، گفت و گو، زبان، انگلیسی، آموزش,52,https://open.spotify.com/show/5qtQnQR9ktmtKnFgBFVbpq
500,کانال پادکست ققنوس,MahsaBadiei,دانش عمومی,1,https://open.spotify.com/show/59hLxffdRIE29rhYrqpRKh
501,من زئوس هستم,Poorya Rashidi,من زئوس نیستم! در حقیقت، من یکی از طرفداران زئوس هستم که خیلی مشتاقم حرفش رو به گوش همه برسونم تا باعث ایجاد بحث و در نتیحه ایجاد اندیشه بشم. و خب چه جایی بهتر از پادکست که می‌شه همه جا گوشش داد، حجمش نسبت به کلیپ‌های تصویری کم تره و صد البته می‌شه به راحتی سرعتش رو کم و زیاد کرد. برای ارتباط با زئوس می‌تونید به لینک‌های خودش سر بزنید: -https://Facebook.com/Man.zeus.hastam -https://Youtube.com/user/khoda98 -https://T.me/Zeus110 -https://Instagram.com/iamzeus110 -https://Twitter.com/IamZeus6,374,https://open.spotify.com/show/4lLQIml2eKw3hh4tnMGoHg
502,کانال پادکست ققنوس,MahsaBadiei,دانش عمومی,1,https://open.spotify.com/show/59hLxffdRIE29rhYrqpRKh
503,Gol Bezan,Gol Bezan,"Iranian Football's 1st Dedicated Podcast. Covering Team Melli, PGPL & Legionnaires. Exclusive Interviews. Subscribe: YouTube, Spotify, iTunes, Google Podcasts, Castbox & Amazon Music.🎙️🇮🇷  Follow us on: twitter.com/GolBezan twitter.com/GolBezanFarsi instagram.com/golbezan facebook.com/GolBezanPodcast  🌐 golbezanpodcast.com 🔗 linktr.ee/golbezan 📧 mail@golbezanpodcast.com  اولین پادکست اختصاصی برای فوتبال ایران. اخبار و مصاحبه هاى اختصاصى درباره ‎‎‎‎‎‎‎‎‎‎‎‎تيم_ملى, ليگ_برتر و لژیونرها. 🎙🇮🇷‎‎‎‎‎‎‎‎‎‎‎‎",148,https://open.spotify.com/show/1pn4jC6g5J2ZVhavOELOz1
504,Exir | پادکست اکسیر,PersianBMS,زما نه ای آغاز شد که جوهره وجود نفوس به محک امتحان گذاشته شد. بسا جواهری که در مرداب منیت غرق شدند و بسا سنگ و خاکی که به تربیت الهی در و گوهر شدند و درخشیدند. زمانه جدیدی آغاز شد. زمانه اکسیر. در این نمایش رادیویی شما با داستان های زندگی اولین پیروان حضرت باب آشنا می‌شوید,13,https://open.spotify.com/show/3Rw22E6VHvELIfE42yu9Ks
505,خوانش کتاب برای انسان خردمند,farhad arkani,🔴 خوانش کتاب برای انسان خردمند 🔴  📚 کتاب‌هایی از یووال نوح هراری، میچیو کاکو، ریچارد داوکینز، استیون هاوکینگ، ایزاک آسیموف، نیل دگرس تایسون، جرج گاموف، رودی راکر، سوزان بلک‌مور و بسیاری دیگر.‌..  ⁦❤️⁩🙏 برای حمایت از این پادکست، «خوانش کتاب» را در سایت «حامی‌باش» جستجو کنید 🙏⁦❤️⁩ .  ⁦🎙️⁩ کانال تلگرامی: t.me/homosapiensfa,138,https://open.spotify.com/show/16L3NQb0vP1yrqPjZNiEMi
506,پادکست کندوکاو /kandokav podcast,پادکست کندوکاو,ما با مطالعه و بررسی منابع معتبر متعدد، به گزارش جزئی‌تر حوادث و رویدادهایی می‌پردازیم که توجه افراد زیادی را به خود جلب کرده اند. حفظ نگاه بی‌طرفانه و ارائه نزدیکترین روایت به واقعیت، هدف اصلی این پادکست است. تماس با ما:  Kandokavpodcast@gmail.com --- t.me/kandokavpodcast --- @kandokavpodcast در توئیتر و اینستاگرام,2,https://open.spotify.com/show/0cd4mphfrzhpsmF3yZbxIh
507,هزارداستان,Mehran mantashi,معرفی پادکست #هزارداستان  این پادکست حاوی کتابهای صوتی،نمایشنامه های رادیویی،نمایش تک نفره،تله تاتر،داستان های کوتاه وبلند در ژانرهای متفاوت از بزرگان عرصه نویسندگی و اجرا با صدای استاد بهروز رضوی و ناصر زراعتی و دیگر اساتید می باشد ، اگر مورد علاقتان بود لطفاً به دیگران هم معرفی کنید  با تشکر فراوان مهران منتشی پادکست شما، پادکست #هزارداستان  « تبلیغات پذیرفته نمیشود»,365,https://open.spotify.com/show/2XYysx21rjoCdHZLL5F2IC
508,برخوردها,Atour آتور,پادکست برخوردها از آتور بخشی از پروژه ی برخوردها از آتور که در هر نسخه با یک هنرمند یک همکاری و یک مصاحبه انجام می شه.    Encounters by Atour Interviews with collaborators on the Encounters project by Atour.,13,https://open.spotify.com/show/6SmgezrDEHedQQIDAgHYdR
509,Radio Sitcom,Radio_Sitcom,پادکستِ فارسی رادیو سیتکام یک پادکست کمدی فلسفی جنسی، جسمی، روحی، و حتی پرورشی است. بهترین پادکست فارسی دنیا البته بعد از رادیو دیو، چنل بی ، رادیو مرز ، پاراگراف ، رادیو چهرازی ، ناوکست ، چکش، بی پلاس، پرگار ، رواق ، احسانو ، رادیو بندر تهران ، دایجست ، راوکست، مستی و راستی ، پرچم سفید ، گیگ ، آلبوم ، رادیو دال ، رادیو کار نکن ، فردوسی خوانی ، رادیو آفساید ، استرینگ کست ، دیالوگ باکس ، رادیو عجایب ، کتاب باز، فلسفیدن اسطوراخ ، ایستگاه فضایی ، جولون ، کرن ، لوگوس ، ساگا ، فلسفه علم ، ایستگاه فردا ، کمیکولوژی ، فلسفه علم ، کتاب صوتی ، تاریکخانه تاریخ، رادیو قرمز ، بوم ، ساتوری ، گردسوز   و,24,https://open.spotify.com/show/2hx1VNCDzZwx6kK24qQM4G
510,اسطوراخ,ostooraakh,تو پادکست اسطوراخ داستان‌های اساطیری تمدن‌های مختلف دنیای باستان رو تعریف می‌کنم. خدایان و موجودات عجیب و غریب رو معرفی می‌‌کنم و میگم که با خودشون،دنیا و انسان‌ها چه کارهایی که نکردن.,14,https://open.spotify.com/show/3KKonOKBg8m610WF7F63Cz
511,فلسفه علم,cheraghprize,"در هر اپیزود از این پادکست درباره یکی از مفاهیم ""فلسفه علم صحبت می‌شود و تلاش شده تا با بیان و زبانی ساده لایه های معنایی فلسفه علم بازنمایی شود.در این مسیر امیر حسن موسوی دانش آموخته فلسفه علم با پژمان نوروزی همکلام شده و با کارگردانی سیاوش صفاریان‌پور   به بیان سرفصلهایی مهم از فلسفه علم می‌پردازند. این پادکست کاری است از بنیاد جایزه چراغ..",14,https://open.spotify.com/show/4j1HRDJ3U62lg6lMgmmYGJ
512,hoopoecast,شهریار شهیر برزگر,هوپوکست پادکستی برای رشد فردی و آرامش؛ یسری حرفا هستن حال آدم رو لحظه ای خوب میکنن، اما ما در هوپوکست خواستیم حالتون رو عمیقا خوب کنیم. پس با ما همراه باشید.,28,https://open.spotify.com/show/21aIHWkwGxo2yoS3f7jWsS
513,KoochCast کوچ‌کست,Bamdad Esmaili,بعنوان یک مهاجر که سالیان سال است که شنونده دردها، رنج‌ها، شکست‌ها و موفقیت های مهاجرین زیادی بوده‌ام تصمیم گرفتم این پادکست را تهیه کنم تا شنونده قصه‌های شما دوستان مهاجر باشم و باشیم .  اگر سالیان پیش به قصد ادامه تحصیل، تغییرات شغلی، تشکیل خانواده یا زندگی بهتر و امن تر به عنوان پناهنده مهاجرت کرده اید، خوشحال می‌شوم در پادکست کوچ‌کست روایت‌گر زندگی خود باشید .,12,https://open.spotify.com/show/1NjCXVrxszGRKnfPsM0Lt8
514,قصه های کودکانه,Mohammad Reza,این کانال پادکست مخصوص بچه هامون و بچه گیامونه ، خیلی از ما دهه 60 تی ها با یه سری از این قصه ها زندگی کردیم  تو این کانال میخواییم قصه های کدودکی و کلا هر چیزی میتونه برای خودمون و کوچولوهای گلمون جذاب باشه قرار بدیم .  در صورت تمایل و برای حمایت از ماه هر مبلغی که تمایل داشتید بیت کوین به ولت زیر ارسال کنید  1Mfo4xGyHJGpDAgzre3h3RJWasUqqh1WT7 #قصه #داستان #داستان_فارسی #فارسی #کودک #قصه_کودک,97,https://open.spotify.com/show/7mkHH7VddtTwpbvWHBXW5A
515,پادکست شیوه - سجاد سپهری,Sajad Sepehri سجاد سپهری,"Sajad Sepehri is an Iranian musician, singer, writer, and researcher. He is interested in Psychology, Identity, Cult studies, and Education. He is the host of the ""Iran Academia Podcast"" (ISSH) and is a junior researcher at VU Amsterdam.  سجاد سپهری موسیقیدان، نوازنده و خواننده، شاعر و نویسنده و پژوهشگر ایرانی در تبعید است. این پادکست، ژورنال شخصی سجاد سپهری است. وی همچنین میزبان پادکست آموزشی دانشگاه ""ایران آکادمیا"" است که در آن با اساتید و اندیشمندان برجسته گفتگو می‌کند.",25,https://open.spotify.com/show/0hLYkLND6BCAxwUxkYiibO
516,Mostatil | پادکست مستطیل,Mostatil,ملو درام‌هایی از جنس فوتبال,3,https://open.spotify.com/show/16mNKlzJmGswnJm7I8omFY
517,BaziCast | بازی کست,BaziCenter,بعد از فاصله‌ای کوتاه با اولین قسمت از فصل پنجم بازی‌کست بازگشته‌ایم و اینبار قصد داریم تا موضوعی را مورد بررسی قرار دهیم که احتمالا در این روزها ذهن بسیاری از گیمرها را به خود مشغول کرده. در ادامه تمامی قسمت‌های آن جدای از بازی سنتر و کانال‌های تصویری مختلف آن مانند یوتوب از سرویس‌های مختلف انتشار پادکست بین‌المللی و داخلی نیز پخش می‌شود,53,https://open.spotify.com/show/79Ryh0LEGjmuqlMkl11mC6
518,هزارویک کست,Iman Majdi zadeh,در این پادکست قصه های هزار و یک شب به زبان ساده اجرا میشه iman.majdizadeh@gmail.com.,32,https://open.spotify.com/show/0OmAUJWNuYUN9A5bwpeA7b
519,Radio Darbast پادکست رادیو دربست با اجرای سعید خرسندی,Radio Darbast,در پادکست فارسی رادیو دربست ما به موضوعات جذابی که کمتر شنیده شده میپردازیم,18,https://open.spotify.com/show/4vLoEOoAP1FHv2JYFfgMNn
