,Name,Publisher,Description,Total Episodes,URL
383,ravantanpodcast/پادکست روان تن ,radioravantan/پادکست روان تن ,.در این پادکست میخوایم با علم روانشناسی سلامت همراه بشیم و برای سلامتی جسممون بیشتر وقت بذاریم و تلاش کنیم با هم یه سبک زندگی سالم برای زندگی بهتر فراهم کنیم,2,https://open.spotify.com/show/5PW3Eu4RPMKlQGzpYONxBX
384,پادساعتگرد,پادساعتگرد,پادکستی درباره بوردگیم، و آدمهایی که بوردگیم دوست دارن.,20,https://open.spotify.com/show/4RWOOsn1JPWpdOrvOCOnyj
385,پادکست سمفونی تاریخ ,پادکست سمفونی تاریخ ,ما در این پادکست قصد داریم تا به همراه شما به بررسی جنگ ها ، انقلاب ها ،جنبش ها و حکومت های بپردازیم,3,https://open.spotify.com/show/5XZ92s3LflPlKYN8bjSEAK
386,داستان های کوتاه و بلند من,saba mkh,اگر به داستان های کوتاه، رمان های مشهور و شنیدنی،کتب انگیزشی منحصربفرد وبالاخص فن شگفت انگیز رمان نویسی علاقه دارید .این پادکست را از دست ندهید.,56,https://open.spotify.com/show/3q77l3WAeZJ6h0xbRduICP
387,zbcast | پادکست فارسی زی‌بی کست,ZBcast پادکست فارسی,زی‌بی کست یک پادکست آموزشی-مشاوره ای از وبسایت زبان بیست هست که در هر اپیزود از اون، فرشید کرمی به یک موضوع آموزشی، انگیزشی یا مشاوره ای می‌پردازد.,1,https://open.spotify.com/show/6psbfsz5Y3lEAMTpvuw7Jg
388,پادکست طب سوزنی سوزنیران,پادکست طب سوزنی سوزنیران,جامع ترین و بهترین پادکست ها در زمینه طب سوزنی و امبدینگ.,2,https://open.spotify.com/show/6yMPON8VlHbNvOgiQ5qcSn
389,Paderazi Podcast | پادکست پادرازی,paderazi podcast,به پادکست پادرازی خوش آمدید: قابل توصیف نیست لطفا گوش کنید,1,https://open.spotify.com/show/6nLld755HnafkusHdZbEbO
390,صدای بی‌صدا:‌ پادکستی برای به اشتراک گذاشتن تجربه‌های تسهیلگران,Zoha Sharifyazdi,سلام. :)  من ضحی شریف یزدی هستم. هدف من از شروع این پادکست،‌ عمیق شدن در مفهوم و حرفه‌ی تسهیلگری هست.  مهمانِ هر اپیزود یک تسهیلگر هست که باهم درباره‌ی تعریفش از تسهیلگری، تجارب تلخ و شیرین‌، مهارت‌های لازم برای تسهیلگری و ... صحبت می‌کنیم.  .مخاطب این پادکست هم تسهیلگران هستند و هم کسانی که علاقه‌مندند به شناخت بیشتر تسهیلگری    اگر برای ایجاد فضای گفت‌وگو یا تسهیلگریِ جلساتتون، نیاز به کمک من داشتید میتونید از لینک زیر یه تماس ۳۰ دقیقه‌ای رزرو کنید: ⁠https://calendly.com/zohasharifyazdi/30min?month=2023-08,16,https://open.spotify.com/show/2hxGR1MGl8yI0IIRO86ah0
391,پادکست هنگامه,kamran Motamedi,در تقاطع جنسیت و توسعه,30,https://open.spotify.com/show/7Cq41NmNK5Cz85z0pdlIye
392,پادکست مسیحی به فارسی,Farsi Christian,"Christian talks, readings and content from whole range of contributors and views around the world shared in Farsi to build up your faith in Christ.",58,https://open.spotify.com/show/740nxOsdsUrc1kLbDi9eOj
393,جملات انگیزشی,zahra khaleghi,انگیزشی,1,https://open.spotify.com/show/0NaRbSPqhmMEDhiX0ykQ6D
394,Bare N' Naked  - پادکست لخت وعور,AABaqi,پادکستی برای همه ی کس خل ها,48,https://open.spotify.com/show/4BePA14IWXYTtjqv8sjT2k
395,پادکست تاریخی گوسان,Kimiya Ghanbari,ما تو هر پرونده از پادکست گوسان قراره که سراغ گوشه‌ای از داستان تاریخ بریم,6,https://open.spotify.com/show/62O8WpH3rqyK2iQwUhaYgY
396,Timche podcast | پادکست اقتصادی تیمچه,sina moosavi,اقتصاد فقط اعداد پیچیده نیست. علم اقتصاد توانایی توضیح رفتارها و تصمیمات مختلف انسانی را دارد. در تیمچه هربار یک موضوع را از نگاه اقتصاد برای شما توضیح خواهم داد و سعی خواهم کرد تعاریف علمی اقتصاد را از طریق مثالهایی که در روزمره درگیر آن هستیم با شما در میان بگذارم. پس همراه من، سینا موسوی باشید تا سری بزنیم به موضوعاتی که شاید در هیچ‌جای دیگری پیدا نکنید.,57,https://open.spotify.com/show/44q9ZjCULt24NOesSU5Oix
397,Baran | باران,Pouria Ahmadipour,پادکست باران سفریست به درون ذهن. اینکه ذهن ما چطور تصمیم می گیره، چطور انتخاب می کنه، چطور فریب می خوره و چطور برامون باور می سازه.در این پادکست، تلاش خواهم کرد که این مکانیزمها و راههای نجات از اشتباهات ذهن رو معرفی کنم.من پوریا احمدی پور هستم و به پادکست باران خوش اومدید. Hosted on Acast. See acast.com/privacy for more information.,38,https://open.spotify.com/show/1ExFHbdaTwWDfDrvhAysNM
398,پادکست اشتیاق - حکایات مثنوی مولانا,eshtiagh podcast,پادکست اشتیاق  همراه با حکایات مثنوی مولانا کاروان گفتاری و شنیداری  این پادکست با حمایت خانهٔ کتاب و ادبیات ایران تولید شده است,4,https://open.spotify.com/show/21TzC7Eg0E0OojcmNqzqJf
399,پادکست زبانشناسی زبانکست,fereidoon hajilooe فریدون ,زبانشناسی,23,https://open.spotify.com/show/5tJ1yu8MBJVEG0tbOiwPKk
400,مجتبی شکوری و زهیر,زهیر رضائی مبین,فن پیج مجتبی شکوری مطالبی برای زندگی بهتر. برای گوش دادن به پادکست از داخل این ایران حتما از قندشکن استفاده کنید🤣 من زهیرم، راهنمای تور انگلیسی و عربی در شیراز. به فلسفه ، روانشناسی و خوانندگی خیابانی علاقه مندم.,52,https://open.spotify.com/show/4RuYN1bY8k7ajwkyOmAkWj
401,پادکست اشتیاق - حکایات مثنوی مولانا,eshtiagh podcast,پادکست اشتیاق  همراه با حکایات مثنوی مولانا کاروان گفتاری و شنیداری  این پادکست با حمایت خانهٔ کتاب و ادبیات ایران تولید شده است,4,https://open.spotify.com/show/21TzC7Eg0E0OojcmNqzqJf
402,Baran | باران,Pouria Ahmadipour,پادکست باران سفریست به درون ذهن. اینکه ذهن ما چطور تصمیم می گیره، چطور انتخاب می کنه، چطور فریب می خوره و چطور برامون باور می سازه.در این پادکست، تلاش خواهم کرد که این مکانیزمها و راههای نجات از اشتباهات ذهن رو معرفی کنم.من پوریا احمدی پور هستم و به پادکست باران خوش اومدید. Hosted on Acast. See acast.com/privacy for more information.,38,https://open.spotify.com/show/1ExFHbdaTwWDfDrvhAysNM
403,مجتبی شکوری و زهیر,زهیر رضائی مبین,فن پیج مجتبی شکوری مطالبی برای زندگی بهتر. برای گوش دادن به پادکست از داخل این ایران حتما از قندشکن استفاده کنید🤣 من زهیرم، راهنمای تور انگلیسی و عربی در شیراز. به فلسفه ، روانشناسی و خوانندگی خیابانی علاقه مندم.,52,https://open.spotify.com/show/4RuYN1bY8k7ajwkyOmAkWj
404,پادکست هزارراه نرفته,Nazanin Amiri,پادكست هزار راه نرفته مسائل روانشناسي، اجتماعي و خودشناسي روز دنيا رو به زبان عاميانه براي شما تعريف مي كنه. email: 1000wayzpodcast@gmail.com twitter: 1000ways Instagram:1000ways,6,https://open.spotify.com/show/2lWAgQ2ijGOsJKDfJiO23M
405,پادکست زبانشناسی زبانکست,fereidoon hajilooe فریدون ,زبانشناسی,23,https://open.spotify.com/show/5tJ1yu8MBJVEG0tbOiwPKk
406,Radio Offside | پادکست فوتبالی رادیو آفساید,RadioOffside | رادیو آفساید,پادکست فوتبالی (و گاهی غیر فوتبالی) رادیو آفساید  اینجا دور هم مهم‌ترین و کم‌اهمیت‌ترین خبرهای دنیای فوتبال رو موشکافی می‌کنیم,250,https://open.spotify.com/show/3OdmrnXCbyxTRZKEDutfl8
407,یک دقیقه با من,سپهر خدابنده,«اینجا قراره در یک دقیقه یه حال خوب کوچیک رو با هم تجربه کنیم» این مسیری بود که در ابتدای راه میخواستم در پادکست یک دقیقه با من پیش ببرم اما در ادامه با خودم فکر کردم که چه قدر خوب میشه اگه دقایقی رو هم با افرادی که به نظرم دیدگاه و نگاه و برداشتشون از زندگی، میتونه به زندگی ما کمک کنه رو هم داشته باشم، پس ایده تولید اپیزودهای طولانی تر با دوستان خوش فکر به ذهنم رسید و امروز یک دقیقه با من قراره تا علاوه بر اپیزودهای یک دقیقه ای، گپ وگفت های دوستانه ای با عزیزانی داشته باشه که صحبت هاشون میتونه ارزشی به زندگی ما اضافه کنه Sep,72,https://open.spotify.com/show/6Y2yAY5oRNWqXhZ11PJmWM
408,پادکست ته کلاس,benyamin abasi - بنیامین عباسی ,به پادکست ته کلاس خوش اومدید منم کوچیک شما، بنیامین عباسی‌ام ته کلاس نشستم و در مورد هرچی که پیش بیاد با رفیقام حرف میزنم. شما هم بیاین تو جمع ما ته کلاس بشینین🍺📿,43,https://open.spotify.com/show/3QcbWOLI8eYT2xGX5ifflR
409,پادکست فارسی کی آس,Duman(Kamal) Haghighi,من ، دومان هستم و در کی آس با همراهی آیون تلاش می کنم که در هر اپیزود ، گزارشات، جنایات و محاکمه های برتر جهان که در صدر مجله ها و کتاب های انگلیسی هستند رو برای شما ترجمه و تعریف کنیم  رادیو کی آس در سی ام شهریورماه صفر دو متولد شد  ایمیل تماس مستقیم  chaospersianpodcast@gmail.com  لینک حامی باش جهت حمایت از رادیو کی آس  https://hamibash.com/Chaos   می شنوید از : دومان حقیقی,21,https://open.spotify.com/show/2AQihok3ZXUsPMUgsFA5OS
410,پادکست نمایشی هزار افسان,Hezar Afsan,پادکست نمایشی هزار افسان در این کانال پادکست های نمایشی به صورت منظم قرار داده می شود. لطفا مشترک شوید و به اشتراک بگذارید,35,https://open.spotify.com/show/0hOQmjitrgU2DdaGFXuzGQ
411,فایل های مذهبی,Mohammad Ali ,در این پادکست ، فایل های صوتی مذهبی جمع آوری شده است.اگر نیاز به فایل صوتی مذهبی داشتین به ایمیل زیر پیام بدینcpagrip2000@gmail.com Hosted on Acast. See acast.com/privacy for more information.,10,https://open.spotify.com/show/5DXu2I0Eg2aUT1D0cxP5pz
412,Teeleh Podcast | پادکست تیله,Teeleh Podcast,“تيله”معجون دلچسبي است از رفاقت و همكاري، هر دو‌صمیمانه و بي مانند؛ برآمده از دل و ذهن هنرمندانی که دلبسته‌ی فرهنگ و ادب‌اند. این مجموعه به بهانه قصه خواندن و قصه نوشتن، فارغ از دغدغه‌ی فاصله و جغرافیا، در تابستان هزار و‌ چهارصد ‌و یک کلید خورد.,7,https://open.spotify.com/show/3WbC1z9xXBnWdAkVxomtEa
413,پادکست تاریخ غذا مزگو,Maryam Fattah,.مزگو، داستان پس یک خوراکی و یک غذا رو تعریف میکنه,28,https://open.spotify.com/show/3ijF96Lvxjxd0ROcsSaLwQ
414,پادکست فارسی فرد و زوج,Ali Sekhavati,پادکست فارسی فرد و زوج به گفتگو درباره رابطه، ازدواج، جدایی، تجرد و تاهل اختصاص دارد. شرکت کنندگان در پادکست فرد و زوج از تجربیات، چالشها، دغدغه ها و بیم و امیدشان در رابطه صحبت می کنند. من، علی سخاوتی میزبان شما در این پادکست هستم و می خواهم با کند و کاو در تجربه و خرد افراد مختلف، به گوشه های پنهان رابطه و جدایی نور بتابانم. ایمیل شرکت در پادکست: salam@alisekhavati.com,7,https://open.spotify.com/show/3Z44AUKRoj8BZJ4fw9QTom
415,هرمس پادکست ,علی باباجانپور,در این پادکست من از کتابهایی که میخونم براتون میگم و امیدوارم که در دنیای پر مشغله ی امروز در امر یادگیری بهتون کمک کرده باشم،تشکر.,10,https://open.spotify.com/show/1u3X1ybMUONRxhY6kkBbX2
416,Podcast M.D. for medical students By Erfan Sheikhbahaei | پادکست مشاوره پزشکی ام دی با عرفان شیخ بهایی,Erfan Sheikhbahaei,دکتر عرفان شیخ بهایی هستم-فارغ التحصیل پزشکی اصفهان با معدل اول-رتبه ۴ کشوری آزمون علوم پایه و ۶ کشوری پره انترنی-مدال نقره المپیاد علمی و دارنده بیش از ۴۰ مقاله علمی، اینجا: اولین پادکست حرفه ای مشاوره برای دانشجویان پزشکی سراسر کشور جهت تحصیل و زندگی بهتر هست تجربیات طول تحصیل پزشکیم که به خاطرشون کچل شدم را میگم، هر آنچه باید بگویند ولی نمی گویند اینجاست، همین.,44,https://open.spotify.com/show/08dmRShQzrrjQsaUBakjGw
417,1001raah | هزار و یک راه,Ali Etemadi,تقریبا همه ما آدمها در خوابیم، گمراهیم و در توهم به سر میبریم. در پادکست “۱۰۰۱ راه” با اتکاء به همین حقیقت، راوی هر قصه و کلام و کتابی هستیم که ذره ای ما را بیدار کند، راهنمایمان باشد و ما را از باتلاق توهمات و القائات بیرون بکشد,29,https://open.spotify.com/show/2soupahwDMUpI1izxZV5yP
418,پادکست طلسم ,mavaraee,در پادکست طلسم شما را میهمان داستان‌های شنیدنی از جنس ترسناک‌های ماورائی می‌کنیم. برای ارتباط با ما ایمیل بزنید: telesmmavaraee@gmail.com یا از وب‌سایت ماورائی بازدید کنید: www.mavaraee.com,16,https://open.spotify.com/show/6NFen9pbuIJhSxhRMcoHoO
419,زندگی پس از زندگی,Mohsen Nazemian,در این پادکست فایل صوتی قسمت های برگزیده فصل های مختلف برنامه زندگی پس از زندگی قرار داده می شود. موضوع این برنامه بررسی تجربیات نزدیک به مرگ در افراد می باشد.  فارغ از همه بحث هایی که در خصوص این تجربیات میشه، به نظر من برای کسانی که به ابعاد غیرمادی هستی باور دارن، فکر کردن به مرگ و تجربیات نزدیک به مرگ می تونه تاثیر شگرفی در دیدگاهشون نسبت به مرگ و حتی زندگی، و عملکرد و رفتارشون تو زندگی داشته باشه.  این پادکست هیچ ارتباطی با عوامل برنامه مذکور ندارد.  شما می تونید با گذاشتن کامنت و لایک کردن اپیزودها، به بیشتر شنیده شدن این پادکست کمک کنید,84,https://open.spotify.com/show/45U9kQnuldNmwmP2wNz7Wt
420,پادکست گذار ,مصاحبه گر ,"سلام، من امیرحسین هستم ، ایده این پادکست از یک سوال شروع شد  ""چطور این انقلاب مثل 57 نشه؟ ""  در این پادکست سعی داریم این سوال رو از دید افراد مختلف بررسی کنیم",10,https://open.spotify.com/show/5nODyF9e4HoDDWvL0O5Fgz
421,پادکست مسترمايند,Mastermind,تو مسترمایند اطلاعاتمون رو بالا میبریم,15,https://open.spotify.com/show/0cEzEY71ICvGEWFR96Qaur
422,Ajnabi | اجنبی,Viv,خط‌ خطی‌های ذهنِ وحیده! پادکستِ دو زبانه (انگلیسی و فارسی).................روانشناسی، خودشناسی، خاطرات شخصی، اجنبی، پادکست، توسعه فردی، جامعه شناسی، مصاحبه، خاطره، گفت و گو، زبان، انگلیسی، آموزش Hosted on Acast. See acast.com/privacy for more information.,66,https://open.spotify.com/show/5qtQnQR9ktmtKnFgBFVbpq
423,پادکست قلم | ghalam,kian,پادکست قلم  توی هر قسمت درمورد یه موضوع خاص  بهتون یه سری اطلاعات میدم که میتونه به دردتون بخوره,8,https://open.spotify.com/show/7JWsFu2pSwXUi8wUK6sDFH
424,ADHD -پادکست فارسی پرش فکری,Amirsam Kalhor,من یک مقدار ادم ساکتیم... اما وقتی شروع میکنم به حرف زدن پرش فکری عنصر اصلی حرفامه...از این شاخه به اون شاخهاینجا تنهایی یا با مهمانم راجع به همه چی حرف میزنیمسینما. هنر. موسیقی.عشق.زندگی.اندوه.علم و تخیل. جامعه و خلاصه همه چی... Hosted on Acast. See acast.com/privacy for more information.,24,https://open.spotify.com/show/32ukyOHsLElIt24XmAJ8nE
425,"Didar e Jaan - Zhaleh Alipour -دیدارجان"" پادکست روانشناسی و عرفانی ژاله علیپور""",Zhaleh Alipour,زمانی که شما شناخت درستی از خودتان نداشته باشید قطعا شناخت درستی از زندگی و جهانی که در آن زندگی می کنید نخواهید داشت برنامه روانشناسی و عرفانی دیدارجان برنامه ایست که ژاله علیپور دانش آموخته دانشگاه ایالتی پنسیلوانیا با متدی جدید با تلفیق علم روانشناسی و آموزه های عرفانی مولانا و عرفای بزرگ جهان شما را به سمت شناخت بهتر خود و زندگیتان هدایت می کند.  www.zhalehalipour.com,48,https://open.spotify.com/show/285Iq7VwoJP3xUqbtPw8em
426,قرآن و عترت,Mbaharieh,گنجینه ای از بهترین تلاوت های قرآن و مناجات و نیایش ها برای بهره برداری بهتر از فصل بندی پادکست از نرم افزار کست باکس استفاده فرمایید پادکستی ازhttps://zil.ink/mbaharieh فهرست فصول فصل ۱ : ترتیل قرآن با صدای استاد پرهیزکار فصل ۲ : ترتیل قرآن با صدای استاد پرهیزکار و ترجمه با صدای استاد قادر پناه فصل ۳ : ترتیل استاد غامدی و ترجمه با صدای استاد قادر پناه فصل ۴ : ترتیل با صدای استاد غامدی فصل ۵ : تحقیق استاد عبدالباسط فصل ۶ : خطبه های نهج البلاغه فصل ۷ : نامه های نهج البلاغه فصل ۸ : کلمات قصار نهج البلاغه فصل ۹ : مجموعه ترجمه نیایشهای صحیفه سجادیه شراب بهشتی فصل ۱۰ : ادعیه های مشهور فصل ۱۱ : شاهکارهای نلاوت گلچینی از صوت قرا مشهور فصل ۱۲ : مجموعه ترجمه قرآن شراب بهشتی فصل ۱۳ : مجموعه ترجمه نهج البلاغه شراب بهشتی فصل ۱۴ : ترجمه فارسی خواندنی قرآن استاد علی ملکی با صدای علی همت مومیوند و فاطمه نیرومند فصل ۱۵ : ترجمه فارسی استاد مکارم با صدای استاد قادر پناه فصل ۱۶ : ترجمه گویای قرآن به زبان آذری فصل ۱۷ : تندخوانی یا تحدیر قرآن با صدای استاد یاسر سلامه فصل ۱۸ : دوره ترجمه و تفسیر نسیم رحمت با صدای استاد نیکنام فصل ۱۹ : ترجمه منظوم قرآن اثر امید مجدفصل  ۲۰ : ترجمه فارسی نهج البلاغه با صدای استاد بهروز رضوی فصل ۲۱: ترجمه صوتی استاد مسعود ریاعی از قرآن فصل ۲۲: امام حسین Hosted on Acast. See acast.com/privacy for more information.,1724,https://open.spotify.com/show/1vJWou5lxd90tB4U9hZ67j
427,پادکست هشت کتاب سهراب سپهری,Mohammad Mortazavi,خوانش اشعار سهراب سپهری کاری از محمد مرتضوی instagram.com/mxmtz  کانال تلگرام https://t.me/hashtketabpodcast,13,https://open.spotify.com/show/0ENpFTvcbo7N7Wc2C8ILLq
428,Mortal Podcast | پادکست مورتال,"Nafise N, Shiva M",.هر هفته روایتگر دلخراش ترین جنایت ها و سرگذشت قاتل های بی رحم خواهد بود   شبکه های اجتماعی: @PodcastMortal,17,https://open.spotify.com/show/5dZwEtSKoUxB5anQs2mGy5
429,قدرت ذهن و تجسم,پریسا آقارفیعی,"Author(s): پریسا آقارفیعی
Narrator(s): رضا عمرانی

<p>کتاب صوتی <strong>قدرت ذهن و تجسم</strong> نوشته‌ی <strong>پریسا آقارفیعی</strong>،<strong> </strong>راهکارهایی کاربردی و مفیدی به شما ارائه می‌دهد تا با استفاده از آن‌ها بتوانید با نیروی ذهن و چگونگی بهره‌وری از آن آشنا شوید، به طوری که تأثیر شگفت‌انگیز آن را در زندگی خود مشاهده کنید. این کتاب صوتی به صورت مشترک با همکاری کتابراه و ماه آوا تولید شده است.</p><p>قدرت ذهن ماهیتی‌ست نهفته در وجود انسان، حقیقتی شگفت‌انگیز که بشر تا به امروز فقط کمی از آن را کشف کرده و هنوز چیزهای زیادی درباره‌ی آن وجود دارد که نمی‌داند. اگر تاکنون درباره‌ی قدرت ذهن اطلاعاتی نداشتید یا آن را جدی نمی‌گرفتید، پس از شنیدن کتاب صوتی قدرت ذهن و تجسم، به آن خوب بیاندیشید.</p>",10,https://open.spotify.com/show/6Fo7JkH28dzflT7xSOX9yr
430,پادکست نومیژو,علیرضا نظیری,به نومیژو خوش اومدید     من عیلرضا نظیری راوی و میزبان نومیژو هستم🔴  🟠 من در این پادکست در هم قسمت خلاصه یک کتاب غیر داستانی رو تعریف میکنم .     میتونید با حمایت از من محتوای این پادکست رو بهبود ببخشید    برای ارتباط با نومیژو در باقی فضا های ارتباطی از لینک های زیر اقدام کنید     zil.ink/nomizo_podcast       zil.ink/alirezanaziri,7,https://open.spotify.com/show/2pTAgTCqBriySOs2kItx77
431,ChannelD |پادکست دندانپزشکی چنل دی,Dentalitoo,در این پادکست شمارو با موضوعات متفاوت و تجربه زیسته دندانپزشکان مطرح ایرانی اشنا میکنیم؛به سراغ موضوعات روز و علمی دندانپزشکی دنیا میریم و سعی میکنیم یه لِول به موفقیت کاری و حرفه ای نزدیک تر بشیم. خانم ها اقایان ؛به پادکست دندانپزشکی چنل دی خوش آمدید☺️,2,https://open.spotify.com/show/7x2mC2t7dPy1IZbzRoBusL
432,Artist | آرتیست,Ali Mahdavi,"Life story of the most influential artists of all times. The people who have made a difference, and changed the world in a good way. در این پادکست، قصه زندگی شخصی و حرفه ای آرتیستهای مهم جهان رو روایت میکنم. هنرمندانی که با آثارشون، خط و اثری جاودانه از خود بجا گذاشتند.",19,https://open.spotify.com/show/4ycteshWUooQgAgft4gru1
433,اولیوم، اولین پادکست کنکور- Avalium,Ali Esmaeili Moqadam,در این پادکست ما از تجربیات خودمون یا مهمون‌هامون که می‌تونن دانشجو، دبیر یا مشاور باشن درباره کنکور سراسری صحبت می‌کنیم تا شما تجربیات واقعی افراد مختلف رو بشنوید.,13,https://open.spotify.com/show/63sYdZkHfjqPZTgjuFCeYS
434,علوم غیر‌انسانی,علوم غیر‌انسانی,کانال «علوم غیرانسانی» به مطالعه تجربی و طبیعی جغرافیای سیاسی، تاریخ کلان، اقتصاد کلان و اقلیم و طبیعت می‌پردازد اما انسان، احساس و اندیشه و باورها و فناوری‌اش را مرکز این نمایش، همه کاره و عنصر بنیادی و تعیین کننده در این چهار شاخه دانش نمی داند. برای درک پروسه های کلان تاریخ، اقتصاد و سیاست لازم است عادت جذاب و مرسوم شخصیت سازی و داستان‌پردازی درباره دغدغه‌های انسانی را کنار بگذاریم و از منظر جغرافیا و علوم طبیعی به این پیچیدگی نگاه کنیم. اگر احساس می کنید مطالب این کانال دریچه‌ای نوبه روی شما می‌گشاید و از آن می‌آموزید، بدانید که همه مثل شما نیستند! بنابراین مطالب ما را به کسانی که آمادگی شنیدنش را دارند معرفی  کنید. فیلمهای ما را اینجا تماشا کنید:  وبسایت https://imanfani.com  کانال یوتیوب: https://bit.ly/2OuOwEA  تلگرام: https://t.me/inhumannica,28,https://open.spotify.com/show/5GMrKLIKFHpt2jz0BZLH2n
435,اف‌سی ۳۶۰ || FC360,Football360,پادکست فوتبال خارجی با آرش حقیقی، پویان عسگری و صنم اخوی,152,https://open.spotify.com/show/1zFqg35E0SwDLcVFw4jTkt
436,پادکست فارسی واوکست / Vavcast,Roshan Abady,تاریخچهٔ واژگان واوکست یه روایت از داستان کلماتی هست که خیلی برامون آشنا هستن، و هر روز باهاشون سروکار داریم. شنیدین که میگن وجه تسمیه این اسم چیه؟ اینبار روشن رفته سراغ  ریشه بعضی کلمات و اگه داستانی دوروبرشون باشه در موردشون حرف میزنه,5,https://open.spotify.com/show/6wENPR14XidAotr9Xu5bwx
437,پادکست حقوقی دفیله | Defile Legal Podcast,ضرغام نره ئی,توی هر قسمت پادکستِ دِفیله، یه موضوع حقوقی‌ به زبان ساده و با نگاهی به قانون روایت می‌شه Hosted on Acast. See acast.com/privacy for more information.,19,https://open.spotify.com/show/4JQHY9AkqzYZ2JVzww9A9J
438,رادیو آلپرازولام - کنکور - پادکست کنکوری,گروه آموزشی آتانو - دکتر محمدکاظم احمدگل,رادیو آلپرازولام اولین پادکست حرفه ای در حوزه کنکور سراسری - کاری از گروه آموزشی آتانو  با آلپرازولام آرامش رو تو این شبهای پراسترس کنکوریت بیار.  اما چرابا آلپرازولام اومدیم پیشتون؟!  آلپرازولام یه داروی آرام بخش و اعتیاد آوره. کسی که شروعش کنه دیگه نمیتونه کنارش بذاره درست عین خودمون. آخه ما هم تعریف از خود نباشه قراره بهتون کلی حس آرامش و شادابی بدیم و اضطراب، تنش و هر مشکلی که برای یه کنکوری ممکنه پیش بیاد رو نابود کنیم  ____ طریقه ی مصرف پادکست ما هم یکشنبه شب ها قبل از خواب هست ___ عارضه ی آلپرازولام ما موفقیته ___ دور از دسترس تنبل ها نگهداری شود,12,https://open.spotify.com/show/0CrKcHSJuFtgeC5acs2qJF
439,کتاب صوتی هنر رندانه به تخم گرفتن,erfan_sin,کتاب صوتی هنر رندانه به تخم گرفتن  +18 ترجمه‌ی بدون سانسور از کتاب  The Subtle Art Of Not Giving a F*ck  نویسنده: مارک منسون Mark Manson ترجمه ارشاد نیک خواه https://www.instagram.com/sizdahom  صفحه اینستاگرام گوینده https://www.instagram.com/erfan_sin تو این صفحه حرف‌هایی میزنم که زندگیت رو بهبود میبخشه,11,https://open.spotify.com/show/0d4fcIIjNr0BtL9UNhFqpU
440,پادکست روشنگری - کتاب های ممنوعه,روشنگری,در این پادکست کتاب های ممنوعه ای که شنیدنشان تابو شمرده می‌شود قرار داده می شود.,110,https://open.spotify.com/show/4fJDEd9KqbO2aCjBMlhsG3
441,پادکست فارسی مسیر,Masir Podcast,مسیر متدهای رشد فردی و مهارت آموزی با رویکرد مطالعه و ترجمه مقالات معروف و معتبر روانشناسی مطالعه و معرفی روش های عملی یادگیری مهارت های انسانی و اون چیزایی که خودمون تجربشون کردیم !,6,https://open.spotify.com/show/0RWUTlYFKymyB03bHJN37J
442,پادکست فرار,farar podcast,فرار، اولین پادکست داستانی معمایی فارسی این پادکست بر اساس داستانی معمایی درمورد آینده ایران با محور موضوعات اجتماعی و سیاسی و عاشقانه در اجتماع ایران ساخته شده,11,https://open.spotify.com/show/0w1NxIACGo6LryQr06H9nk
443,پادکست فارسی امروز فهمیدم Emrooz Fahmidam,احمد صديق پور,اگر آدم کنجکاوی هستی، ولی نسبت به خرافات و اطلاعات اشتباهِ عامه پسند آلرژی داری؟ اگر میخواهی در مورد موضوعات مختلف، داده های دقیق و علمی رو بشنوی و همزمان برای وقت خودت ارزش قائل هستی؟در این پادکست من، احمد صدیق پور، به عنوان یک دانشجوی حرفه ای که هیچ وقت نمیتونم خودم یا دیگران رو زیادی جدی بگیرم! سعی میکنم واقعیت ها و تحلیل های منطقی که هم برای خیلی ها کاربردی هستن و هم برای خودم جالب هستن رو صمیمانه بیان کنم.اینجا در هر قسمت به یک موضوع کاربردی و اصولی در زمینه های مختلف از علوم انسانی (و غیرانسانی!)می پردازیم.ولی همیشه با توجه به علاقه و تخصص خودم، ناخودآگاه مسائل رو از دید روانشناسی و جامعه شناسی نگاه می کنم.در این مسیر، همیشه به دنبال جواب های ریز و درشت، ولی درست، به این سؤال اساسی هستیم که: «چگونه زندگی کنیم؟»با من همراه شو تا با هم دانشجو باشیم و دانشجو بمونیم! لینک کانال تلگرامی برای فرستادن پیام آوایی: https://t.me/emroozfahmidam توییتر: www.twitter.com/Amad_sp اينستاگرام: www.instagram.com/emrooz_fahmidam,53,https://open.spotify.com/show/3q2kY1Htqags5dSthwr2FW
444, پادکست مشاوره دکتر فهیمه رضایی | پادکست روانشناسی | متخصص روانشناس بالینی,drfahimeh rezaei,پادکست مشاوره روانشناسی ارائه شده توسط دکتر فهیمه رضایی متخصص روانشناس با مدرک دکترای روانشناسی بالینی از دهلی نو پادکست های صوتی در زمینه های سلامتی روحی روانی، بهزیستی و درمان مشکلات و مسائل خلقی شیوه های فرزندپروری، شیوه های خود مراقبتی، بهبود عزت نفس و اعتماد به نفس راهکارها و تکنیک های کاهش اضطراب، وسواس و استرس و ... برطرف کردن مشکلات فردی، خانواده و اجتماعی مشکلات جنسی، اعتیاد ، مشکلات جوانان و نوجوانان زوج درمانی، روانشناسی رابطه، مشاوره ازدواج، روانشناسی خیانت,72,https://open.spotify.com/show/5A7fMER4HSzlnOALtK4aIm
445,سومای قصه گو,sooma ghesego,داستان کهن ایرانی,1,https://open.spotify.com/show/1LWoDuKc7woeiTeHFnADeO
